,Local authority code,Local authority name,LSOA code,LSOA name,1996-03-01 00:00:00,1996-06-01 00:00:00,1996-09-01 00:00:00,1996-12-01 00:00:00,1997-03-01 00:00:00,1997-06-01 00:00:00,1997-09-01 00:00:00,1997-12-01 00:00:00,1998-03-01 00:00:00,1998-06-01 00:00:00,1998-09-01 00:00:00,1998-12-01 00:00:00,1999-03-01 00:00:00,1999-06-01 00:00:00,1999-09-01 00:00:00,1999-12-01 00:00:00,2000-03-01 00:00:00,2000-06-01 00:00:00,2000-09-01 00:00:00,2000-12-01 00:00:00,2001-03-01 00:00:00,2001-06-01 00:00:00,2001-09-01 00:00:00,2001-12-01 00:00:00,2002-03-01 00:00:00,2002-06-01 00:00:00,2002-09-01 00:00:00,2002-12-01 00:00:00,2003-03-01 00:00:00,2003-06-01 00:00:00,2003-09-01 00:00:00,2003-12-01 00:00:00,2004-03-01 00:00:00,2004-06-01 00:00:00,2004-09-01 00:00:00,2004-12-01 00:00:00,2005-03-01 00:00:00,2005-06-01 00:00:00,2005-09-01 00:00:00,2005-12-01 00:00:00,2006-03-01 00:00:00,2006-06-01 00:00:00,2006-09-01 00:00:00,2006-12-01 00:00:00,2007-03-01 00:00:00,2007-06-01 00:00:00,2007-09-01 00:00:00,2007-12-01 00:00:00,2008-03-01 00:00:00,2008-06-01 00:00:00,2008-09-01 00:00:00,2008-12-01 00:00:00,2009-03-01 00:00:00,2009-06-01 00:00:00,2009-09-01 00:00:00,2009-12-01 00:00:00,2010-03-01 00:00:00,2010-06-01 00:00:00,2010-09-01 00:00:00,2010-12-01 00:00:00,2011-03-01 00:00:00,2011-06-01 00:00:00,2011-09-01 00:00:00,2011-12-01 00:00:00,2012-03-01 00:00:00,2012-06-01 00:00:00,2012-09-01 00:00:00,2012-12-01 00:00:00,2013-03-01 00:00:00,2013-06-01 00:00:00,2013-09-01 00:00:00,2013-12-01 00:00:00,2014-03-01 00:00:00,2014-06-01 00:00:00,2014-09-01 00:00:00,2014-12-01 00:00:00,2015-03-01 00:00:00,2015-06-01 00:00:00,2015-09-01 00:00:00,2015-12-01 00:00:00,2016-03-01 00:00:00,2016-06-01 00:00:00,2016-09-01 00:00:00,2016-12-01 00:00:00,2017-03-01 00:00:00,2017-06-01 00:00:00,2017-09-01 00:00:00,2017-12-01 00:00:00,2018-03-01 00:00:00,2018-06-01 00:00:00,2018-09-01 00:00:00,2018-12-01 00:00:00,2019-03-01 00:00:00,2019-06-01 00:00:00,2019-09-01 00:00:00,2019-12-01 00:00:00,2020-03-01 00:00:00,2020-06-01 00:00:00,2020-09-01 00:00:00,2020-12-01 00:00:00,2021-03-01 00:00:00,2021-06-01 00:00:00,2021-09-01 00:00:00,2021-12-01 00:00:00,2022-03-01 00:00:00,2022-06-01 00:00:00,2022-09-01 00:00:00,2022-12-01 00:00:00
304,E09000003,Barnet,E01000308,Barnet 036D,62049,53340,57598,70777,69814,62617,65348,77174,78891,76987,79872,87559,86679,83849,85448,91642,96223,95407,101547,107469,113663,116704,123776,121349,135118,142820,154019,168000,173153,181781,191468,203234,205993,210613,210360,218535,216286,213403,210737,197802,188858,186828,204272,206279,214580,226156,244135,237313,234755,229563,240228,242023,243981,231642,276086,319778,361839,351255,355785,364173,372500,337004,307988,284834,263095,248400,237122,232133,244325,237427,223263,233952,245504,250184,235972,247476,291491,335761,351570,406641,405698,449356,450310,472804,460811,502893,495325,495143,455169,487368,468812,451735,430789,480891,482874,483039,446589,460318,451216,424962,419627,432196,446258,441456,454988,459954,487839,484559
305,E09000003,Barnet,E01000309,Barnet 031D,90681,88879,91411,107963,128101,126845,123651,129492,129715,129613,136214,153866,151515,159721,165044,167787,149888,155375,162873,169551,163173,166222,183602,182331,186846,184491,201781,208788,234600,242213,276228,302873,348843,354874,369063,358478,356536,323735,311314,277048,285133,302055,324586,326551,363882,388965,380506,363400,387357,398708,324623,279145,278003,292163,233753,221642,240251,282703,292593,304824,355537,442688,385115,327950,327005,336536,299853,277391,317606,355234,327943,362472,394147,428500,353412,405882,423469,452463,382908,487059,524916,581882,543508,670374,736478,807584,633861,613378,560402,521334,427567,419961,409677,495149,405171,386822,492220,630958,648117,617259,652493,791075,710067,719913,741585,877047,764498,757458
306,E09000003,Barnet,E01000310,Barnet 034C,62173,66449,76236,86234,84522,87175,93770,99698,102116,105004,105806,99372,95487,91994,91067,89486,101233,110418,119092,119238,134923,141818,148565,144723,165283,173812,181722,175373,194804,206754,219267,195661,205535,206905,202143,188997,203473,216133,225103,221998,248048,254473,254859,251776,272719,282991,281840,280087,291973,305136,296734,293421,298174,315227,303650,288092,284948,305971,296269,270704,274168,313268,322787,315903,312467,335523,342500,333460,308192,311585,296707,340481,339935,363444,388667,462840,435133,450079,469105,520485,495188,492500,509165,546725,519118,505591,518402,547356,527751,516742,529425,545657,565996,562978,574385,567482,615081,620000,596531,586330,640132,641437,573769,522326,565795,531144,439427,377118
307,E09000003,Barnet,E01000311,Barnet 034D,140205,153697,175022,195794,186086,189223,196598,201643,197953,203673,213990,216754,223968,230406,236329,237741,253264,283769,284298,281181,282412,302262,286843,284744,297660,334605,337640,357104,380990,408188,415271,432133,463716,479959,496305,491486,511771,504865,528030,503152,515320,496493,551111,531947,554097,551746,610104,590333,579186,549814,574859,542002,550001,535663,567156,585878,581450,580853,560908,606153,571412,542843,535893,654100,623740,636431,603948,754609,736700,745281,720488,827253,808493,803761,791110,877256,874604,874510,882257,958022,966630,978961,977127,1011950,993690,1005222,990754,1021962,1012372,1053391,1010252,1081101,982494,1001109,982594,1118912,985791,1036672,1018402,1147921,1001517,1058522,1054625,1195910,1067054,1146910,1161844,1299326
308,E09000003,Barnet,E01000312,Barnet 036E,49227,50314,56591,59078,67753,69402,72822,71904,72539,66848,61223,56730,56858,59311,65501,74003,81624,88470,90403,98663,106025,117861,129169,137511,140166,142366,147761,138576,135691,137544,155699,152662,160116,164123,183044,176000,176763,168061,178346,164687,163916,162041,167043,168461,170016,180599,179182,181669,176909,189936,187013,190354,183887,215860,213622,221183,219699,234786,240799,245830,242932,241592,248215,246217,232154,222492,241769,252693,246844,230411,242453,240669,216769,166237,210691,223726,219335,248500,282281,285995,278311,343323,340293,316030,291369,344513,364051,354138,313946,357704,388036,390937,337376,350098,388705,387207,338262,363492,385735,383192,347200,383033,386261,382410,360651,410036,402255,396701
309,E09000003,Barnet,E01000313,Barnet 036F,61409,69108,68346,57642,70983,76428,76555,67963,73911,74570,75450,70534,71741,73962,83600,89694,94739,104238,122551,139328,137891,143019,154717,167274,153469,156030,166376,180589,162795,172391,185544,205268,191032,206074,216775,234577,210538,220281,216811,230504,213611,227082,221340,239292,230746,241854,231391,247533,241265,248252,235760,245495,237957,246201,239049,248392,248848,261199,258726,263490,263205,267215,259248,256191,254647,257690,252215,248719,249535,253405,244967,245550,247510,258012,252818,267841,279059,302410,296949,322118,330844,351406,333684,363967,367990,390035,368111,401901,394782,407029,374633,407915,383994,388583,359998,400029,359695,360699,335559,388955,341148,346380,337662,398825,339681,344396,344786,412465
310,E09000003,Barnet,E01000314,Barnet 032F,105929,120035,118610,108109,95093,110853,113855,113896,100420,111979,114301,119787,107073,127389,139011,160907,157580,176888,186144,204455,196504,205509,207702,218196,215374,220827,224909,227909,228166,229685,240031,233387,238711,245051,270646,252341,272769,288418,336246,303037,336118,344338,410653,354937,401824,398348,385158,394736,464810,448269,343213,398297,477330,425333,299135,439549,542544,460364,363169,440113,543037,455227,392184,418768,522101,435662,371605,370922,484648,424487,449354,478671,646368,627500,529757,482844,510867,473048,410485,388270,432508,458623,434627,425377,407884,432880,504101,548269,564141,650000,760000,778717,796133,816266,910404,907966,867302,797479,878200,850771,822601,725278,927844,945650,983762,905747,1145456,1150041
311,E09000003,Barnet,E01000315,Barnet 022F,74484,75565,76079,77642,77341,79035,83618,89135,90102,92014,97984,104071,102557,101018,107487,114877,116228,122259,134058,145457,150189,152734,156714,163359,163791,169982,177794,185467,184280,190877,195967,202426,201318,206441,214890,221335,217854,217223,224535,227602,224703,225767,244135,255589,260157,262635,279399,286118,281724,275038,278841,279273,264900,256470,257895,257191,247674,252544,262789,263675,258334,272527,288696,289244,285966,309514,328198,321169,314165,333496,347882,344146,344315,372370,389463,391653,400547,427452,439648,444155,458527,480100,485113,483650,489209,494704,483615,479238,482743,481780,476360,474923,472393,474343,475117,494045,466207,476653,495369,534247,492779,512675,531028,573226,500171,514598,531599,581394
312,E09000003,Barnet,E01000316,Barnet 027E,62934,69138,84300,96727,93467,91383,93660,89967,78895,75128,80590,82273,87510,99038,114388,120474,131281,138993,142252,141712,156616,172495,172334,183334,203920,216519,189823,184707,179601,192917,179987,195389,209720,237923,233010,246922,245071,253659,246361,247913,245252,248935,249492,249677,247010,247241,254985,250991,254460,258402,275080,270977,262763,251594,260041,252467,245436,237457,263976,266286,267331,259038,257158,251293,255531,251029,257233,258297,277821,279251,286105,281747,294953,301177,317196,321315,331618,338592,352721,359868,361983,369698,378907,384403,378440,391024,398979,401549,394959,406718,410337,400459,380164,413699,438722,456417,492170,507860,574770,546459,538219,477976,504719,487156,489493,406140,452221,431118
313,E09000003,Barnet,E01000317,Barnet 019D,74123,76991,80460,95764,90760,87555,85505,94823,92530,92252,97433,111892,115224,113455,117011,126856,128776,127710,130848,144785,153413,159797,162628,171345,172605,174575,172063,176436,185868,197942,206669,217770,238335,246666,248275,248803,256841,251828,244764,240061,241000,239739,246736,253750,260518,265344,270617,273100,267591,259720,253537,245747,238993,235418,243013,245103,250458,251738,271241,271811,276507,277124,300708,287506,284380,296262,326409,326711,332329,369208,400280,395964,393236,403159,403499,395875,390917,407249,402022,421284,425696,445269,430594,464932,461759,462937,448790,497982,477551,451481,439553,510309,485210,457407,465000,524157,495843,505415,515500,558064,508594,521101,517755,533870,455720,467570,453622,466690
314,E09000003,Barnet,E01000318,Barnet 019E,119069,126243,115934,115251,110056,115990,110078,109885,114709,131271,139865,143963,141486,148751,153008,149504,148456,171172,185802,191403,191572,213616,224212,227354,223461,244404,261608,264968,250576,263520,283895,292498,294885,301640,310594,313242,311555,305449,308551,316653,326657,325144,323175,339652,357747,357651,344522,368265,388055,386600,358990,382878,396619,377812,329419,359135,368517,388827,368000,381183,380389,417882,402640,409685,407323,476489,468454,464611,459578,523459,499927,498801,509631,567576,569221,576847,581410,622204,621260,628012,650803,631761,615437,595976,643553,669391,691410,721931,743883,745131,744773,729491,738612,734120,742665,730927,749593,754336,786953,768023,783123,779525,820695,779149,782423,771002,827142,771346
315,E09000003,Barnet,E01000319,Barnet 027F,81943,94971,95782,103585,98708,108904,113621,126208,128849,137612,140057,146827,144637,149703,154995,165588,165850,172210,181635,195456,201903,214029,226122,238841,238622,243033,246368,256242,260965,279238,289859,295713,297143,317347,313869,311614,315750,354458,351173,349022,352922,394012,378529,357800,363876,399149,386274,367581,397039,431662,439251,405383,429735,441593,449089,387031,413256,423473,432142,344626,375504,389541,395975,294388,343887,397823,436913,367527,438226,529906,581230,516865,566024,622119,637030,552535,546413,573432,566528,491333,502619,543389,552854,517500,523028,537609,530649,502186,518939,523180,511008,502717,556913,586653,610998,631751,707665,738192,743278,736725,767317,767826,760027,756831,782359,790298,790862,796343
316,E09000003,Barnet,E01000320,Barnet 011D,109293,109595,105435,85863,85344,92654,91398,87013,96748,107701,102898,101950,108317,123516,124866,136110,144974,149884,145313,151088,142602,147485,175204,218071,228185,223573,219482,228974,202917,194495,211520,253236,275668,293026,291915,329573,344301,348301,315179,340533,336376,303393,227607,234609,201321,185777,185174,242690,254665,265672,276927,317304,318671,329169,365221,378191,386865,409275,441951,430891,431852,451116,470777,458499,459840,474756,480080,452125,457668,467318,449998,407071,454164,481318,499882,486319,558630,612946,607444,539842,564528,546794,539907,504605,525820,499620,495119,459234,427409,405034,437331,441365,441202,442631,489105,506832,509888,537270,593377,664312,715174,737143,719805,736793,739095,719129,638665,639865
317,E09000003,Barnet,E01000321,Barnet 012E,84847,85085,90874,106108,111470,111047,110506,112619,104556,100329,103551,112643,115450,124832,134206,139447,139620,148141,155908,160425,163381,171931,175658,179063,181180,194618,199881,206578,209948,222512,222731,227854,228339,238311,236866,239833,237134,241015,239327,241357,241423,245035,244016,246024,246875,249429,247200,248921,254363,258327,250087,244380,247074,251504,250765,258218,269538,282495,292604,292662,288899,289386,295511,292718,289907,292241,312593,317008,324176,332551,370126,366345,363398,370932,387484,375385,395000,418461,430658,425941,460045,516175,522455,530033,563336,568264,524389,495000,548756,540701,487230,459959,540458,532494,474226,471949,537629,536629,490533,469164,521448,543177,512926,484760,524764,573458,561070,529572
318,E09000003,Barnet,E01000322,Barnet 011E,59652,59835,58733,60163,60713,61409,63716,66615,69073,70570,73783,75048,76802,79215,87349,92731,98137,103857,114515,118507,120306,122913,131590,136371,139371,145067,157249,163276,165033,168716,177856,181362,181215,182537,187967,186123,183890,183998,190316,183195,184515,195765,207953,205370,207560,225635,237561,228770,223556,240936,242887,231408,216206,228381,225363,218974,205240,222660,224982,225544,220001,227886,232262,236635,235375,239980,250763,260840,261843,259325,273626,288474,292707,284326,299157,316355,324192,311671,327160,350015,356354,334944,342039,361552,367395,345604,350114,375596,382170,361870,361783,404411,414889,407829,400306,458885,475000,437968,417378,430797,403500,389998,387063,417106,408258,396013,394466,424585
319,E09000003,Barnet,E01000323,Barnet 019F,71667,74037,77048,73830,77295,80461,86869,84647,89365,90891,96942,95121,102102,102670,107702,102624,109062,113062,124104,125000,131242,135289,141818,140568,143285,147386,154437,155702,163295,166739,170587,170407,176803,178917,184780,187747,197539,198545,198132,194520,199610,197130,197671,204061,226013,235317,240242,244819,260701,259484,250301,238682,249850,246360,235437,222875,241702,247943,244394,235996,248337,246843,236156,223977,229735,234972,238377,242368,252317,260084,264688,278210,289536,300696,306713,322233,327178,334787,333803,350916,350625,360464,358465,373169,361342,370842,372684,396922,396620,412996,419031,447547,437440,437955,431635,447686,448756,447321,448831,455326,453161,436641,444359,441317,441644,415527,438411,432316
320,E09000003,Barnet,E01000324,Barnet 015F,110869,98566,97738,97371,98274,87929,86765,78688,89887,85589,92540,90258,123549,133225,146045,132647,171412,174990,180234,159659,204655,208095,210963,193441,238231,237272,229892,211074,246434,241551,234389,218004,265121,267402,272222,232002,302191,306906,322438,238005,328303,326472,310947,254100,349637,334211,304161,279869,329926,299619,254372,293247,317137,297170,273211,337962,323532,312638,305734,368418,366497,375790,373428,423534,415272,431185,429860,471985,451046,483199,489123,530822,508111,529647,535574,564740,531506,543362,557634,580277,555899,566731,589259,606710,589489,594384,621376,634758,620140,630794,643886,680771,660241,661368,656202,704363,658060,651177,641421,722921,656660,653920,652686,774774,698979,700376,699765,850223
321,E09000003,Barnet,E01033572,Barnet 030E,78760,79416,73968,72437,70601,71506,69723,70898,76354,79199,81792,86848,98929,102617,102372,100792,108734,106961,112762,122229,140357,151237,160202,173357,181797,186923,186617,197772,201768,208635,212552,226388,229027,234874,232258,234192,228617,232514,226893,229092,225729,237279,236437,239126,237553,248886,245395,248381,246643,252461,246979,249135,247620,247143,238577,249036,244428,255610,247698,272172,257952,275857,258290,283904,249548,273868,255137,276471,246753,284421,265400,281157,255114,302614,292195,301481,278313,332000,323762,331188,316787,376685,379261,392455,388645,441351,447974,451896,452420,484329,491725,488029,501913,510339,518458,500382,511173,515474,512709,486834,505431,510488,505972,485039,510995,521089,513680,495331
322,E09000003,Barnet,E01033573,Barnet 030F,486117,494083,485386,506578,511713,517633,511989,541317,537866,544286,537709,564305,563716,569963,563699,591199,589662,595966,589598,616798,615575,621861,615527,642827,641500,647791,641447,668713,667421,673710,667369,694646,693343,699633,693291,720564,719264,725554,719212,746487,745186,751476,745134,772408,771108,777398,249950,249975,316978,407011,348717,242789,249758,252407,242943,204367,188447,202888,215977,231736,219363,242553,261435,289287,271738,294153,299326,304746,280797,295350,307431,312859,300073,310135,324036,300276,351937,300198,347731,324975,339248,345898,375242,365000,373903,375084,331990,327944,333899,325015,376616,372500,365589,414422,378820,390000,445000,428000,470500,477500,425920,418098,382689,420000,450000,465131,459673,508083
323,E09000004,Bexley,E01000325,Bexley 014A,82658,84112,86044,82254,84671,87633,92134,93406,98821,104327,110900,113813,116931,120418,124683,127040,129534,132234,138727,143076,148485,152828,163480,167390,173366,175834,187864,192283,197494,199173,215433,222103,228535,229691,240741,243262,242878,239368,247552,249082,246980,254154,264226,266434,265643,279467,283642,273651,263344,270245,269917,250172,229922,242148,243809,230573,221250,250000,253476,246611,251918,262407,273119,261946,271314,277347,289185,279607,280588,283800,301848,297642,300943,309002,340170,342912,353077,363788,395545,390829,393818,396872,433815,416458,416142,420088,442738,441169,436329,439074,451656,455872,446115,455634,455184,478453,455382,463484,473525,499689,469047,479862,499996,528727,488441,500383,529885,560824
324,E09000004,Bexley,E01000326,Bexley 014B,52590,51609,53788,56952,58505,58445,60174,62209,63943,65093,66203,66649,67681,69512,70502,71268,73946,79295,81661,84449,87588,93520,95116,98776,102315,108898,112588,120041,125627,132074,135963,141390,144291,146864,149836,153555,156151,157587,160581,163095,163609,164841,165400,168881,170563,176608,177348,184086,183246,187811,181847,182905,176529,178456,171434,172051,167353,170703,168517,170526,170330,173235,173649,177169,175594,175007,174929,177690,176668,177528,178542,184255,188119,194366,200437,212948,221320,231805,239915,252407,258288,264271,267714,276590,279970,283152,285076,292706,293039,292835,291739,296653,294002,299550,299605,303803,297667,304151,305153,310000,298437,318507,325540,331997,324898,345137,356081,368904
325,E09000004,Bexley,E01000327,Bexley 017A,86831,88133,89419,92064,92120,93155,94457,95988,98602,103726,109336,113350,116699,119577,121177,122443,126356,130033,129514,136524,145465,148279,146507,153452,173873,181181,184942,199558,217771,219337,220150,225095,237308,235286,234831,236200,244467,243933,242381,242098,247322,248726,247084,246249,250306,254551,252676,249415,250200,252439,251460,248028,248631,250656,249580,245213,245937,247251,250338,246856,251538,255115,266222,263370,271611,272522,285891,277814,277676,277368,293227,294227,298437,300809,332066,330802,337816,357814,384612,378488,399682,404371,416461,394995,389968,395479,404166,391048,394567,402735,412416,407051,413349,418181,419516,421348,430744,439095,447150,455971,468628,479872,486992,499996,504587,511317,511136,520355
326,E09000004,Bexley,E01000328,Bexley 017B,73039,74843,75049,77038,75191,77338,77438,79088,81461,87707,88861,89184,94238,100522,95662,89542,87959,102937,102276,96481,101858,132951,140514,136547,135880,158827,161161,152253,147381,171831,174932,176602,175087,198900,195813,196744,191978,210360,204623,210424,212270,230344,224542,224033,223719,231603,227227,224632,232435,242703,248951,222495,214887,206913,193130,188096,200195,212239,229317,235254,243699,245134,250955,249666,248815,240728,238270,240484,237720,224156,234287,247994,251792,253312,259540,275665,283381,294939,305200,320877,334971,347781,352917,357636,372734,377809,377711,377026,395670,398561,392624,381409,390969,389181,390517,382569,393497,401747,417496,431325,413735,418947,438350,461279,420491,429408,459162,498423
327,E09000004,Bexley,E01000329,Bexley 017C,74153,70668,74260,72754,75374,72264,74552,74410,78935,80478,87077,92531,96801,95124,95208,96975,97931,96939,96015,102683,106163,111317,118955,134607,143052,147106,148149,154378,161637,167463,172652,178820,185752,188989,186071,186508,199182,211946,221546,223752,225713,232581,235759,235885,234198,240446,245695,246086,239192,236420,234011,220933,201227,186363,186982,183568,180967,185335,201015,207930,215277,211170,220929,223974,228898,217447,218137,224945,228951,216856,223106,239134,253439,244192,251181,260057,269203,244633,234304,214105,277640,292124,319635,367504,365561,342876,330291,315334,316422,318425,315047,311414,313461,335138,321012,314212,312802,353597,334062,339322,334803,392456,355296,347620,325229,388192,325392,323563
328,E09000004,Bexley,E01000330,Bexley 017D,54448,54413,55577,54226,57017,58426,60843,62359,64138,66903,69626,73557,73407,76092,76794,79729,75013,76905,78129,85141,83196,89652,94350,103724,104202,111914,120139,128502,129676,135330,143690,147013,147158,149199,156996,156741,158996,160173,167864,167299,169929,171349,177836,178259,178398,178625,179965,178773,175037,174754,173315,171982,167580,169598,171379,174198,177418,186798,193357,196155,195798,198226,199814,195027,191548,191956,189377,189467,191230,195620,195175,207588,210149,212989,210004,228701,238004,239084,233538,265000,274677,272365,275457,302546,304775,294021,294184,316146,313088,306295,310666,325984,319686,315401,319459,326129,314221,316218,325906,341668,318010,334324,341461,358176,321474,344527,354482,374527
329,E09000004,Bexley,E01000331,Bexley 017E,65960,71984,70464,66459,66262,69303,69934,67376,69486,74158,82119,83241,85101,84687,90716,87658,86100,90994,107545,110892,116003,119950,128485,121998,117665,120579,139280,143664,148171,158859,174437,176130,172592,177650,180926,181755,179507,191773,188670,185731,179136,192295,189451,193425,196525,216060,217543,222394,221534,228995,225742,219775,210978,203476,197047,192959,192335,196243,205529,214320,221514,225225,227895,224737,218630,211084,210012,208445,209909,214179,225297,233176,237935,239674,244225,249436,257739,261893,269050,279767,299011,303171,308458,316156,336736,331834,337062,341850,358369,354528,356929,349355,347009,337664,334907,331220,336704,346927,350091,357020,364280,382919,381491,393244,400200,427704,419957,434458
330,E09000004,Bexley,E01000332,Bexley 005A,54881,55841,57292,62774,61797,61816,61932,63926,61996,62316,63484,64352,63187,63510,65584,66581,68654,70729,77715,78714,80819,82925,94809,100750,106665,111146,124012,129875,129815,129442,139434,146906,146290,146115,151035,159635,153668,147870,148029,162299,162801,161233,163696,183491,185232,171476,166238,179523,176392,163073,162115,176762,176714,160535,168799,178239,177429,153619,169668,175831,171426,154659,168404,179382,180578,173407,193433,198393,200165,195726,209229,217278,218540,218041,225569,230392,239117,229601,233842,244287,255772,261568,280500,285710,293136,297935,318731,316603,316954,325445,342942,333973,334553,332242,343963,330311,334810,339902,349985,339817,355423,356694,360975,354901,379132,382171,382107,379633
331,E09000004,Bexley,E01000333,Bexley 003A,48403,47822,48006,48755,49301,49102,50522,52752,55403,57006,58865,59840,61334,62384,64244,65503,66308,69862,71862,74467,76439,82831,85414,89631,92875,100064,105833,115504,120078,127087,131413,138785,139179,140552,142860,149583,148362,148945,151840,155589,153349,153006,161531,162790,160087,158112,166057,169644,165801,161063,167361,168674,160890,153322,156367,157447,155926,153551,157354,157557,154626,152592,153853,153012,150696,151070,151789,149198,144489,149096,152904,153228,154866,171714,182039,187946,192982,213080,220697,222998,223989,236715,240460,241173,244389,253139,260784,265743,277072,278282,284543,284062,295513,281759,284077,281945,285688,274808,277134,280242,289488,282320,289057,309584,293867,270177,260404,265461
332,E09000004,Bexley,E01000334,Bexley 006A,59579,63635,60321,64367,63446,65790,63530,65729,65018,67348,69225,73418,75439,78581,81781,83649,84403,87966,93853,97466,101089,105442,112820,113700,116367,118215,124673,126821,134385,144140,155585,160246,167386,172659,175872,174672,177777,181202,184941,181475,183368,183596,187705,181176,189411,195397,206328,199855,210006,210746,211962,192880,195777,191165,190977,179835,193626,197844,199994,191955,201983,204530,202706,195520,204713,201218,195383,189068,190777,194500,195326,198566,208985,221365,229314,235792,242129,251935,257929,264553,274039,286836,294265,303639,307487,312596,310488,316698,310859,315174,312069,321124,314148,323594,322517,335296,323700,334315,325711,337445,322176,341243,336723,358373,348338,378139,375485,400362
333,E09000004,Bexley,E01000335,Bexley 003B,42951,42945,43836,46683,47869,46954,46786,48524,48223,48194,49989,53476,53880,54022,56497,60689,62615,63100,67753,71059,73989,69517,73008,75865,83021,88121,99656,110016,130674,121449,124346,126887,138467,134079,138897,144476,155682,155329,159543,160740,165117,162022,161849,161795,163706,164959,168672,172847,176123,180564,183754,185272,185110,173085,161922,151448,139000,150304,155121,162208,172852,172459,164256,161014,155709,152602,145999,142850,142083,143247,144327,146829,147017,147397,151969,155501,154910,158058,161788,167871,171567,179817,198738,214440,228409,249584,250585,252845,254012,256420,258147,260104,259518,259295,260429,275169,277995,284663,300000,310000,298964,295414,301560,310926,285091,270240,267815,265600
334,E09000004,Bexley,E01000336,Bexley 003C,40491,40858,39593,41852,45039,45448,43689,43664,44001,44079,43226,43959,44165,45142,46071,47571,50302,55233,58387,59745,64160,67028,68568,70997,78786,84601,91245,95097,102471,106135,110376,109680,114219,116001,120653,121870,125476,127171,129950,130011,131708,132110,131900,132463,132967,136321,135453,139110,134538,135452,132716,140063,131129,134339,133774,147752,130894,129769,129475,138878,130077,129631,130225,133645,125869,120714,121384,122057,122944,120209,125175,132113,136440,134185,137473,148659,152092,152058,156745,175878,183716,187864,191238,218998,227973,230538,230593,279334,267867,253917,239972,254141,243905,230385,222410,233045,226279,215416,224718,230825,232220,225780,267538,280643,302063,310266,358076,360330
335,E09000004,Bexley,E01000337,Bexley 003D,48693,48367,50622,51911,52217,52065,52194,51914,50972,52384,52553,53786,54557,59073,59430,61102,61267,68512,68862,71227,72583,83423,84864,87643,91656,105076,107914,111794,117882,131924,128382,127410,130212,136037,135908,136456,141415,147777,147720,149627,155200,159746,159722,162861,168252,170079,167916,170673,172995,172681,168116,171235,171788,171674,165213,168732,168430,169107,164693,166292,165859,166943,163564,163594,159932,168607,173411,176077,178253,185420,184756,185854,184932,193034,188413,200713,211162,230591,235105,244794,256793,275629,277407,283472,294067,306690,307799,309208,310910,313884,312089,306491,305878,310809,315932,315716,317831,327457,337548,324477,330724,334881,349287,344933,345577,361222,378751,371690
336,E09000004,Bexley,E01000338,Bexley 003E,40247,40000,42919,44720,49833,49806,52572,53938,56801,57240,60452,61613,61196,59487,61269,62599,62930,65513,71553,77745,80956,84393,88258,93033,94470,96316,101311,109274,115178,119829,125278,131703,135867,137078,140179,145472,148637,150110,155395,155001,154491,153051,154741,156503,157938,158651,163342,168123,168874,167423,168421,168961,165129,161022,160618,160654,161771,161663,164389,165341,169005,169227,170356,170460,173136,170809,167996,167542,167728,166978,166317,174624,177482,184974,189034,201771,206771,218990,219919,230446,234231,251799,248987,258191,261864,286278,274773,278737,282201,296638,291962,299100,298815,305896,301609,304873,299648,299266,297955,300734,301790,307968,318504,326983,332248,337195,349544,354877
337,E09000004,Bexley,E01000339,Bexley 025A,76311,74130,77348,79643,81430,82986,86171,89412,92297,95560,97459,101836,107666,114126,113327,115070,119860,128053,121969,120502,124535,133319,130729,134892,146061,163276,164898,167684,175171,184659,187936,192179,198088,204074,209991,216309,222816,225232,229341,233063,234080,231329,229784,233325,236533,241267,239475,246134,246930,246125,232937,230684,222906,224122,210063,211846,210122,222835,214113,227068,231129,252935,243832,260854,263157,272659,259763,279842,285174,294464,289966,312991,316963,314674,310028,328465,336197,333618,331599,361301,382271,388883,399132,419656,432575,424157,422399,425830,422573,423057,424529,427251,424934,439258,446554,446649,439017,452552,455896,449318,437145,461447,469959,464063,450484,482731,494821,489424
338,E09000004,Bexley,E01000340,Bexley 018A,66918,68684,67878,71792,74073,75364,76789,82119,84877,82989,82771,84786,86161,84163,87553,93161,97764,98928,105255,110514,115015,118720,125046,133258,137817,142649,149254,160603,162152,165516,168114,177218,176586,178792,179050,186762,186458,188435,190286,197222,197312,202467,206672,213371,216815,223824,227760,231433,229791,230130,225187,221282,215709,215365,213006,214734,215943,218704,220070,221959,222118,222968,223608,224662,225864,226025,227655,231319,233075,233262,233861,241813,245091,247787,253356,267645,274299,283670,295930,318052,332148,339555,344254,358055,361667,360341,360928,372599,378229,383006,381691,384416,384033,380895,373964,370567,376561,374747,374320,378149,393226,394346,399736,404599,422159,420569,426762,430417
